id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
42933036,#Atour# 高级双床房丨紧邻东直门交通枢纽丨地铁2号+13号+机场线丨打卡三里屯、雍和宫等丨简约,341063398,志刚,朝阳区 / Chaoyang,39.95081,116.4446,Private room,659,1,0,0.0,5,339,0
42933038,#Atour# 几木大床房丨紧邻东直门交通枢纽丨地铁2号+13号+机场线丨打卡三里屯、雍和宫等丨简约,341063398,志刚,朝阳区 / Chaoyang,39.95047,116.44276,Private room,759,1,0,0.0,5,339,0
42933040,#Atour# 几木双床房丨紧邻东直门交通枢纽丨地铁2号+13号+机场线丨打卡三里屯、雍和宫等丨简约,341063398,志刚,朝阳区 / Chaoyang,39.95227,116.44467,Private room,759,1,0,0.0,5,339,0
42933041,#Atour# 公寓大床房丨紧邻东直门交通枢纽丨地铁2号+13号+机场线丨打卡三里屯、雍和宫等丨简约,341063398,志刚,朝阳区 / Chaoyang,39.95092,116.44478,Private room,959,1,0,0.0,5,339,0
42977626,旧时知宿三室一厅一层,191127166,雷,房山区,39.63257,115.59224,Shared room,2095,1,1,0.07,7,357,0
42978026,野有趣山景豪华浪漫大床房,164093893,赫拉,怀柔区 / Huairou,40.41097,116.33407,Private room,2080,1,0,0.0,4,356,0
43004995,近王附井静雅小院儿【半枝妍】,342358266,Danica-Y,东城区,39.91899,116.41932,Entire home/apt,886,1,15,1.41,2,358,15
43047598,漫心酒店（前门四合院）,342656471,认证手机用户0161,昌平区,40.22006,116.39175,Private room,800,1,0,0.0,1,338,0
43049054,漫心前门四合院,342658852,剑,东城区,39.89555,116.39919,Private room,1942,1,3,0.17,1,365,1
43055417,北京延庆石光长城3号—冬隐院（含双早），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,3309,1,0,0.0,10,264,0
43061661,北京延庆石光长城10号—听雨院（含双早），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,3309,1,0,0.0,10,270,0
43062185,修德谷民宿 · 书画,274610372,文梅,房山区,39.79793,115.97494,Private room,1280,1,0,0.0,8,340,0
43062965,北京淑艳农家院餐厅,342791798,淑艳民宿,延庆县 / Yanqing,40.5265,116.1569,Entire home/apt,1200,1,0,0.0,1,364,0
43063924,北京延庆石光长城11号—树影院（含双早），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,3309,1,0,0.0,10,270,0
43071137,修德谷 · 吉祥精舍汉式山景榻榻米,274610372,文梅,房山区,39.79632,115.97309,Private room,698,1,0,0.0,8,340,0
43071536,北京延庆石光长城12号—醉秋院（含双早），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,3309,1,0,0.0,10,270,0
43072039,北京延庆石光长城1号—春居院（含双早），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,4794,1,0,0.0,10,270,0
43072383,福知小院,342800040,达哥,怀柔区 / Huairou,40.64452,116.65407,Entire home/apt,2080,1,0,0.0,1,338,0
43072461,北京延庆石光长城13号—幽夏院（含双早），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,6194,1,0,0.0,10,270,0
43072827,修德谷民宿 · 禅,274610372,文梅,房山区,39.79635,115.97359,Private room,3680,1,0,0.0,8,340,0
43072902,修德谷民宿 · 茶,274610372,文梅,房山区,39.79828,115.97452,Private room,1680,1,0,0.0,8,340,0
43073177,修德谷吉祥精舍园景套房,274610372,文梅,房山区,39.7979,115.97298,Private room,1180,1,0,0.0,8,340,0
43073222,修德谷 · 吉祥精舍汉式山景榻榻米,274610372,文梅,房山区,39.79857,115.97435,Private room,898,1,0,0.0,8,340,0
43073338,修德谷 · 吉祥精舍山景标间,274610372,文梅,房山区,39.79858,115.97913,Private room,898,1,0,0.0,8,340,0
43075130,修德谷吉祥精舍 · 园景榻榻米,274610372,文梅,房山区,39.79656,115.97359,Private room,698,1,0,0.0,8,340,0
43081152,北京延庆石光长城—绾云院 特色小炕房（含特色2餐），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,4780,1,0,0.0,10,270,0
43081400,北京延庆石光长城6号—逸树院 特色炕房（含特色2餐），毗邻八达岭长城世园会野鸭湖亲子团建非遗体验,182336783,石峡仙子,延庆县 / Yanqing,40.3042,115.95371,Entire home/apt,6194,1,0,0.0,10,270,0
43082935,古北山村妙园精品民宿双床房 隐居安静 距水镇5分钟车MiCasa by GUBEI,27450974,Grace,密云县 / Miyun,40.67415,117.20212,Private room,688,1,0,0.0,6,174,0
43089743,FOUNDHOME自然生活体验民宿,342972710,Annie Li,顺义区 / Shunyi,40.13357,116.79588,Entire home/apt,2380,1,0,0.0,1,153,0
43099675,野有趣山景大床房,164093893,赫拉,密云县 / Miyun,40.46048,116.93508,Private room,1594,1,0,0.0,4,84,0
43099941,书萍新式农家别墅,343049088,今是昨非”,密云县 / Miyun,40.63787,117.31438,Entire home/apt,2929,1,1,0.08,1,363,1
43100916,野有趣山景双床房,164093893,赫拉,密云县 / Miyun,40.46055,116.93313,Private room,1594,1,0,0.0,4,84,0
43101034,野有趣山景双床房,164093893,赫拉,密云县 / Miyun,40.45904,116.93315,Private room,1594,1,0,0.0,4,83,0
43158990,北京明静圆民宿‖喇叭沟门原始森林公园,217650068,蕤,怀柔区 / Huairou,40.92653,116.58811,Entire home/apt,3845,1,0,0.0,1,63,0
43168468,【花筑】北京延庆辉煌度假村|生日求婚团建轰趴|氧吧书吧漫跑|温泉烤全羊|简奢浴缸二三层包房B,295983819,云上35栋,延庆县 / Yanqing,40.46418,115.81792,Entire home/apt,6429,1,0,0.0,10,163,0
43168493,【花筑】北京延庆辉煌度假村|生日求婚团建轰趴|氧吧书吧漫跑|温泉烤全羊|简奢别墅包栋A,295983819,云上35栋,延庆县 / Yanqing,40.4673,115.81656,Entire home/apt,8571,1,0,0.0,10,248,0
43193251,水长城财月小舍（亲子烧烤麻将）,343915306,雪琴,怀柔区 / Huairou,40.41088,116.33489,Entire home/apt,2023,1,2,0.15,1,360,1
43195004,【骚舍-闲庭博雅】近古北水镇，司马台长城脚下，放空自我，修养身心小院，人间烟火味，最抚世人心,103782181,Alice,密云县 / Miyun,40.63819,117.31595,Entire home/apt,3202,1,1,0.07,6,177,0
43195026,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39523,116.51254,Private room,940,1,0,0.0,33,153,0
43195153,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39558,116.51392,Private room,940,1,0,0.0,33,153,0
43195175,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39391,116.51227,Private room,940,1,0,0.0,33,153,0
43195190,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39354,116.51213,Private room,940,1,0,0.0,33,153,0
43195221,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39391,116.5121,Private room,940,1,0,0.0,33,153,0
43195230,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39532,116.51429,Private room,844,1,0,0.0,33,153,0
43195284,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.3944,116.51233,Private room,844,1,0,0.0,33,153,0
43195312,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39586,116.51222,Private room,844,1,0,0.0,33,153,0
43195332,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39357,116.51271,Private room,1224,1,0,0.0,33,153,0
43195333,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.3954,116.51408,Private room,1224,1,0,0.0,33,153,0
43195352,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39565,116.51375,Private room,844,1,0,0.0,33,153,0
43195361,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39419,116.5143,Private room,844,1,0,0.0,33,153,0
43195386,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39404,116.51231,Private room,844,1,0,0.0,33,153,0
43195394,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39355,116.51409,Private room,1044,1,0,0.0,33,153,0
43195419,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39425,116.51246,Private room,1044,1,0,0.0,33,153,0
43195439,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39561,116.51225,Private room,1044,1,0,0.0,33,153,0
43195488,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39387,116.51371,Private room,1044,1,0,0.0,33,153,0
43195505,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.3951,116.51243,Private room,1044,1,0,0.0,33,153,0
43195510,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39501,116.51431,Private room,1044,1,0,0.0,33,153,0
43195562,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39354,116.51402,Private room,1224,1,0,0.0,33,153,0
43195564,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39586,116.51428,Private room,1224,1,0,0.0,33,153,0
43195575,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39496,116.51415,Private room,1224,1,0,0.0,33,153,0
43195576,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39572,116.51264,Private room,1224,1,0,0.0,33,153,0
43195577,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39423,116.5121,Private room,1224,1,0,0.0,33,153,0
43195629,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39352,116.513,Private room,1509,1,0,0.0,33,153,0
43195764,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39535,116.51441,Private room,1224,1,0,0.0,33,153,0
43195766,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39583,116.51232,Private room,1224,1,0,0.0,33,152,0
43195767,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39541,116.51266,Private room,1509,1,0,0.0,33,153,0
43195768,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39374,116.51221,Private room,1509,1,0,0.0,33,153,0
43195769,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.3938,116.5135,Private room,1224,1,0,0.0,33,152,0
43195773,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39562,116.5128,Private room,1328,1,0,0.0,33,153,0
43195776,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39541,116.5123,Private room,1224,1,0,0.0,33,153,0
43195777,嘉度resort丨近慕田峪长城、红螺寺、圣泉寺、响水湖丨房屋空间开阔，是家庭出游及公司团建不二之选,343911434,桑,怀柔区 / Huairou,40.39524,116.51253,Private room,1224,1,0,0.0,33,152,0
43225819,爱多多亲子间,297250845,用户9198,延庆县 / Yanqing,40.52214,116.17335,Entire home/apt,508,1,1,0.07,2,365,0
43231028,慕田峪-三卅（sà）精品民宿-前卫设计-紫薇树景,333326169,三卅,怀柔区 / Huairou,40.42641,116.55064,Private room,1715,1,0,0.0,7,67,0
43231635,山谷湖畔,343906533,水源,密云县 / Miyun,40.39047,116.98981,Private room,1588,1,0,0.0,2,338,0
43231729,Sansa village-Greatwall Mutianyu-standard suit,333326169,三卅,怀柔区 / Huairou,40.42999,116.55101,Private room,2346,1,0,0.0,7,67,0
43232671,红门水源标间,343906533,水源,密云县 / Miyun,40.39228,116.99196,Private room,158,1,0,0.0,2,338,0
43236165,古北水镇的美式院落-看得见长城的小院，可以带着家人，好好享受一下田园生活,81582553,刘刘,密云县 / Miyun,40.64614,117.26689,Entire home/apt,3786,1,5,0.34,1,176,2
43246483,密云古北水镇水畔栖谷集装箱特色旅居大床房,254241643,路,密云县 / Miyun,40.5748,117.21771,Entire home/apt,468,1,0,0.0,2,363,0
43246524,密云古北水镇水畔栖谷双床标准间,254241643,路,密云县 / Miyun,40.57694,117.21708,Entire home/apt,406,1,1,0.2,2,364,1
43252655,十渡风景拒马河边无敌山景河景精品民宿,116375584,曹氚,房山区,39.56769,115.69398,Entire home/apt,229,1,5,0.3,1,365,4
43295676,隐于山花海听松小院/观山露天电影/泡泡机漫天泡泡雨/火锅烧烤桌游麻将爽玩/网红民宿村落,241401110,隐,延庆县 / Yanqing,40.53983,116.3498,Entire home/apt,3625,1,25,1.69,2,358,13
43296177,疫情期间OK 青龙湖独立庭院 可烧烤 临近青龙湖公园 千灵山 石花洞,321234096,小烐同学 Plus,房山区,39.80946,116.06759,Entire home/apt,480,1,0,0.0,1,141,0
43297698,公寓式单间，设施齐全，交通方便，拎包入住,107503793,晨,房山区,39.68924,116.17229,Private room,129,1,1,0.07,2,338,0
43315267,特色仿古民宿,308625851,依依,延庆县 / Yanqing,40.48936,115.95698,Entire home/apt,2320,1,3,0.25,1,362,3
43320717,偶得家壹号院,118632370,鹿,顺义区 / Shunyi,40.17324,116.5535,Entire home/apt,6599,1,5,0.31,1,267,1
43330163,密云水库结庐柿家红酒主题美宿,345089333,燕山,密云县 / Miyun,40.45981,116.99479,Shared room,2157,1,1,0.07,1,351,0
43350562,冬奥赛区/石京龙滑雪场/龙庆峡冰灯/世园会/玉渡山,345149816,认证手机用户7866,延庆县 / Yanqing,40.51785,115.9554,Entire home/apt,1800,1,0,0.0,1,337,0
43351391,怀柔九渡河四合院高端民宿 露天按摩浴缸 露台美式烧烤 KTV120寸投影 近黄花 城水长城、怀柔水库,270934886,孟霖,怀柔区 / Huairou,40.35316,116.43989,Entire home/apt,4890,1,0,0.0,1,153,0
43359905,【独立四卧室小院】古长城乡村山景民宿1号院 度假放空田园生活 原汁原味北方乡村民居,160781579,原乡里,延庆县 / Yanqing,40.45813,115.97369,Entire home/apt,5370,1,0,0.0,9,359,0
43360028,【独立二卧室小院】古长城乡村山景民宿2号院 度假放空田园生活 原汁原味北方乡村民居,160781579,原乡里,延庆县 / Yanqing,40.4564,115.97395,Entire home/apt,2899,1,0,0.0,9,356,0
43360177,【独立四卧室小院】古长城乡村山景民宿3号院 度假放空田园生活体验 原汁原味北方乡村民居,160781579,原乡里,延庆县 / Yanqing,40.45587,115.97577,Entire home/apt,5370,1,0,0.0,9,359,0
43368632,乡里乡居花海小镇2号院延庆亲子八达岭四季花海,148891823,莹,延庆县 / Yanqing,40.53312,116.34895,Entire home/apt,5352,1,0,0.0,11,359,0
43369046,寻迹童年的后花园,345510144,莹,顺义区 / Shunyi,40.18733,116.55588,Entire home/apt,705,1,6,0.37,1,120,3
43375203,9四合院浪漫大床房A2【朕的院子】临近南锣鼓巷的超美的四合院@二环内交通便利,49050041,Jessie,东城区,39.94304,116.39918,Private room,814,1,6,0.61,9,361,6
43375204,9四合院浪漫大床房A1【朕的院子】临近南锣鼓巷的超美的四合院@二环内交通便利,49050041,Jessie,东城区,39.94341,116.39904,Private room,842,1,4,0.42,9,361,4
43375206,9四合院家庭房套房C1【朕的院子】故宫天安门鼓楼后海,49050041,Jessie,东城区,39.94359,116.39898,Private room,1571,1,5,0.41,9,359,5
43376658,宿•觅境 密云上峪村,217818528,博,密云县 / Miyun,40.43741,117.02936,Private room,1650,1,0,0.0,1,338,0
43379519,怀柔 雁栖湖 青龙峡 泳池 烧烤 漂流 轰趴 团建 超大露台 近景区 大槐树民宿,298256017,霞,怀柔区 / Huairou,40.41373,116.69533,Entire home/apt,4280,1,2,0.13,1,359,1
43382815,小巷深处人家·北京赛区冬奥会接待 世园会 八达岭 玉渡山  龙庆峡  野鸭湖,311503639,俊男,延庆县 / Yanqing,40.4449,115.79579,Entire home/apt,3500,1,2,0.14,2,359,1
43386115,‭ 睿泽/世园会/大宅/别墅/民宿/龙庆峡/八达岭/野鸭湖/家庭聚会KTV麻将机/院子/妫河森林公园,345675918,睿泽民宿,延庆县 / Yanqing,40.42228,115.92905,Entire home/apt,4020,1,5,0.41,1,87,5
43394644,怀柔水长城山居小舍  ，麻将桌游、露台烧烤、地暖开放。,345749699,心态好,怀柔区 / Huairou,40.41076,116.33501,Entire home/apt,2047,1,2,0.13,1,360,1
43415243,花筑/乡博博民宿凤鸣四季小院包院---近邻金海湖石林峡景区/可定制儿童亲子房及情侣房/萌宠/卡拉OK,335205319,晓慧,平谷区 / Pinggu,40.19457,117.28727,Entire home/apt,9181,1,0,0.0,30,358,0
43416897,延庆休闲烧烤度假窑洞式农家乐观景别院,346009998,认证手机用户9975,延庆县 / Yanqing,40.55234,116.25977,Entire home/apt,3888,1,0,0.0,1,338,0
43418116,【骚舍-闲庭博雅-伍】古北水镇，司马台长城，修身养性小院儿,103782181,Alice,密云县 / Miyun,40.63685,117.30004,Private room,770,10,0,0.0,6,180,0
43418134,【骚舍-闲庭博雅-肆】古北水镇，司马台长城，修身养性小院儿,103782181,Alice,密云县 / Miyun,40.63749,117.30153,Private room,770,10,0,0.0,6,180,0
43418139,【骚舍-闲庭博雅】古北水镇，司马台长城，修身养性小院儿-叁,103782181,Alice,密云县 / Miyun,40.63726,117.30204,Private room,970,10,0,0.0,6,180,0
43418162,【骚舍-闲庭博雅】古北水镇，司马台长城，修身养性小院儿-贰,103782181,Alice,密云县 / Miyun,40.63746,117.30174,Private room,770,10,0,0.0,6,180,0
43418171,【骚舍-闲庭博雅】古北水镇，司马台长城，修身养性小院儿-壹,103782181,Alice,密云县 / Miyun,40.6371,117.30024,Private room,770,10,0,0.0,6,180,0
43426594,古北水镇•古北山居,184923699,翼,密云县 / Miyun,40.68715,117.15484,Entire home/apt,1485,1,1,0.27,1,79,1
43435497,吉祥小寨民俗院,346218605,介平,密云县 / Miyun,40.61725,116.80566,Private room,200,1,0,0.0,1,338,0
43442332,青藤雅居，带地暖的京郊四合院，全景落地玻璃极具特色的民宿位于舞彩浅山旁，距离焦庄户地道纪念馆800米,58248924,Wei,顺义区 / Shunyi,40.22541,116.87062,Entire home/apt,2244,1,19,1.2,1,173,13
43443410,山脚下的别墅,243838842,晓琳,延庆县 / Yanqing,40.51666,115.944,Entire home/apt,5072,1,10,0.62,9,364,6
43455810,小巷深处人家 北京赛区冬奥会接待,311503639,俊男,延庆县 / Yanqing,40.44652,115.79592,Entire home/apt,3426,1,0,0.0,2,359,0
43469013,"山水怀柔  魅力古镇
青山绿水环绕的原生态度假民宿",346196464,认证手机用户4080,怀柔区 / Huairou,40.37993,116.43118,Entire home/apt,4180,1,3,0.2,1,360,0
43470283,崎峰山下小寨,345085700,池浩轩,怀柔区 / Huairou,40.58452,116.60507,Entire home/apt,3731,1,2,0.17,1,360,2
43470423,延庆柳沟-曼妙港轻民宿-北欧风景,346610817,艾小苗,延庆县 / Yanqing,40.4455,116.10068,Private room,209,1,1,0.07,1,365,0
43479789,古北水镇/雾灵西峰/雾灵山/遥桥峪水库—如意小院点我头像可看其他房源,346714498,尐様ﾙ,密云县 / Miyun,40.63984,117.33226,Entire home/apt,1350,1,4,0.33,5,364,4
43489832,9四合院乐享家庭房【朕的院子】故宫天安门后海南锣,49050041,Jessie,东城区,39.94509,116.39923,Private room,1356,1,1,0.26,9,365,1
43489883,朴宿•密云不老屯云峰山精品民宿,346832896,孙振,密云县 / Miyun,40.56977,116.98438,Entire home/apt,5166,1,0,0.0,1,83,0
43491463,一隅Colour yard民宿,222912576,Zb,怀柔区 / Huairou,40.42004,116.54493,Entire home/apt,3971,1,7,0.65,2,360,7
43500779,门头沟清水百花山/龙门涧/双龙峡/爨底下/蓝茶小院,346443299,蓝茶,门头沟区 / Mentougou,39.90158,115.60135,Entire home/apt,1800,1,0,0.0,1,77,0
43502956,艺术家 乡墅,45106548,至善,延庆县 / Yanqing,40.45309,115.77619,Entire home/apt,3500,1,0,0.0,1,365,0
43509644,伴山鲤——怀柔响水湖旺泉峪长城别墅山景民宿（整院独享 非拼住 ）,346933485,辰,怀柔区 / Huairou,40.45062,116.45519,Entire home/apt,3897,1,12,0.78,1,80,6
43512139,农村老家，烧烤，水长城附近,347098234,飞行员舒克,怀柔区 / Huairou,40.3783,116.43784,Entire home/apt,4223,1,0,0.0,1,361,0
43514998,悠亭轰趴馆，,347126637,悠亭,大兴区 / Daxing,39.46779,116.3341,Entire home/apt,2698,1,0,0.0,1,364,0
43515839,玉双阁农家餐厅,182353884,翔宇,延庆县 / Yanqing,40.51218,115.89681,Entire home/apt,360,1,0,0.0,1,337,0
43522677,怀柔地暖轰趴…近红螺寺怀北国际滑雪场雁栖湖慕田峪水长城国际会都篱苑书屋～东宫1号民宿,347250566,娜,怀柔区 / Huairou,40.36428,116.63725,Private room,546,1,1,0.07,4,3,0
43524426,怀柔地暖轰趴…雁栖湖怀北国际滑雪场红螺寺附近ins风格民宿…东宫1号,347250566,娜,怀柔区 / Huairou,40.369186,116.631294,Private room,319,1,0,0.0,4,3,0
43527043,栗花居（民宿）,347336815,高端民俗.栗花居.郑好,怀柔区 / Huairou,40.40309,116.34662,Entire home/apt,1980,1,0,0.0,1,337,0
43535697,黄花城水长城小喜8号院,305394836,喜,怀柔区 / Huairou,40.42858,116.3344,Entire home/apt,3637,1,0,0.0,9,301,0
43537855,八达岭岔道古城暖阳辰宿温馨私密一号院海洋球池投影新店体验,187831817,小鑫,延庆县 / Yanqing,40.36551,115.99562,Entire home/apt,5569,1,3,0.18,2,239,1
43538000,二环内乐享家庭房【荣少爷】临近故宫天安门，步行南锣鼓巷后海恭王府,288013079,荣小姐,东城区,39.93502,116.39532,Private room,975,1,4,0.3,4,360,2
43538275,八达岭岔道古城暖阳辰宿尊享私密独院大平米2号院,187831817,小鑫,延庆县 / Yanqing,40.36374,115.99383,Entire home/apt,6123,1,10,0.68,2,207,7
43540297,「水长城」暖阳山舍私享整院,347521606,美艳,怀柔区 / Huairou,40.35937,116.43753,Entire home/apt,4023,1,0,0.0,1,177,0
43548307,坡峰岭•半日闲倚山民宿（3室2厅3卫1厨大院子）,179111940,潘多拉,房山区,39.70109,115.84959,Entire home/apt,3298,1,2,0.17,1,236,2
43548356,【荣小姐的院子】大床1-胡同四合院@天安门.景山公园.南锣鼓巷.后海.北海.烟袋斜街.国子监.雍和宫,347614550,荣小姐的院子,东城区,39.94514,116.40084,Private room,814,1,11,0.73,10,63,2
43548357,依山依舍民宿 响水湖 慕田峪 长城脚下轰趴团建亲自 泳池【春晖】,316673782,依山依舍,怀柔区 / Huairou,40.45075,116.45187,Private room,1076,1,0,0.0,10,326,0
43548379,【荣小姐的院子】欢享-胡同四合院@天安门.景山公园.南锣鼓巷.后海.北海.烟袋斜街.国子监.雍和宫,347614550,荣小姐的院子,东城区,39.94476,116.40098,Private room,1413,1,16,1.07,10,359,7
43548412,依山依舍民宿 响水湖 慕田峪 长城脚下依山依舍【竹隐】,316673782,依山依舍,怀柔区 / Huairou,40.45011,116.4511,Private room,1089,1,0,0.0,10,323,0
43548437,依山依舍民宿 响水湖 慕田峪 长城脚下依山依舍【踏雪】,316673782,依山依舍,怀柔区 / Huairou,40.45169,116.45069,Private room,1078,1,0,0.0,10,325,0
43548465,依山依舍民宿 响水湖 长城脚下 亲子【秋夕】,316673782,依山依舍,怀柔区 / Huairou,40.45182,116.45226,Private room,1175,1,0,0.0,10,324,0
43548487,依山依舍民宿 响水湖 慕田峪 长城脚下依山依舍【蝉夏】,316673782,依山依舍,怀柔区 / Huairou,40.44978,116.45099,Private room,1076,1,0,0.0,10,332,0
43548517,依山依舍民宿 响水湖 慕田峪 长城脚下依山依舍【南山】,316673782,依山依舍,怀柔区 / Huairou,40.45177,116.45106,Private room,1076,1,0,0.0,10,324,0
43548540,依山依舍民宿 响水湖 慕田峪 长城脚下依山依舍【北风】,316673782,依山依舍,怀柔区 / Huairou,40.45184,116.45152,Private room,1076,1,0,0.0,10,325,0
43548560,依山依舍民宿 响水湖 慕田峪 长城脚下依山依舍【初霁】,316673782,依山依舍,怀柔区 / Huairou,40.44973,116.45236,Private room,1076,1,0,0.0,10,327,0
43548837,【荣小姐的院子】乐享-庭院家庭房@必打卡的南锣鼓巷后海烟袋斜街@故宫前门大栅栏,347614550,荣小姐的院子,东城区,39.94461,116.39931,Private room,1256,1,9,0.61,10,362,3
43549327,十渡《旧时知宿》民宿整租,191127166,雷,房山区,39.63401,115.59035,Entire home/apt,1688,1,4,0.28,7,351,0
